Liga Santander,jornada-27,Sevilla,Yassine Bounou,13
Liga Santander,jornada-27,FC Barcelona,Marc-André ter Stegen,11
Liga Santander,jornada-27,Real Madrid,Thibaut Courtois,18
Liga Santander,jornada-28,Atlético,Luis Suárez,12
Liga Santander,jornada-28,Sevilla,Youssef En-Nesyri,12
Liga Santander,jornada-28,FC Barcelona,Lionel Messi,11
Liga Santander,jornada-28,Villarreal,Gerard Moreno,10
Liga Santander,jornada-28,Atlético,Jan Oblak,8
Liga Santander,jornada-28,Sevilla,Yassine Bounou,13
Liga Santander,jornada-28,FC Barcelona,Marc-André ter Stegen,11
Liga Santander,jornada-28,Real Madrid,Thibaut Courtois,18
Liga Santander,jornada-29,Atlético,Luis Suárez,12
Liga Santander,jornada-29,Sevilla,Youssef En-Nesyri,12
Liga Santander,jornada-29,FC Barcelona,Lionel Messi,11
Liga Santander,jornada-29,Villarreal,Gerard Moreno,10
Liga Santander,jornada-29,Atlético,Jan Oblak,8
Liga Santander,jornada-29,Sevilla,Yassine Bounou,13
Liga Santander,jornada-29,FC Barcelona,Marc-André ter Stegen,11
Liga Santander,jornada-29,Real Madrid,Thibaut Courtois,18
Liga Santander,jornada-30,Atlético,Luis Suárez,12
Liga Santander,jornada-30,Sevilla,Youssef En-Nesyri,12
Liga Santander,jornada-30,FC Barcelona,Lionel Messi,11
Liga Santander,jornada-30,Villarreal,Gerard Moreno,10
Liga Santander,jornada-30,Atlético,Jan Oblak,8
Liga Santander,jornada-30,Sevilla,Yassine Bounou,13
Liga Santander,jornada-30,FC Barcelona,Marc-André ter Stegen,11
Liga Santander,jornada-30,Real Madrid,Thibaut Courtois,18
Liga Santander,jornada-31,Atlético,Luis Suárez,12
Liga Santander,jornada-31,Sevilla,Youssef En-Nesyri,12
Liga Santander,jornada-31,FC Barcelona,Lionel Messi,11
Liga Santander,jornada-31,Villarreal,Gerard Moreno,10
Liga Santander,jornada-31,Atlético,Jan Oblak,8
Liga Santander,jornada-31,Sevilla,Yassine Bounou,13
Liga Santander,jornada-31,FC Barcelona,Marc-André ter Stegen,11
Liga Santander,jornada-31,Real Madrid,Thibaut Courtois,18
Liga Santander,jornada-32,Atlético,Luis Suárez,12
Liga Santander,jornada-32,Sevilla,Youssef En-Nesyri,12
Liga Santander,jornada-32,FC Barcelona,Lionel Messi,11
Liga Santander,jornada-32,Villarreal,Gerard Moreno,10
Liga Santander,jornada-32,Atlético,Jan Oblak,8
Liga Santander,jornada-32,Sevilla,Yassine Bounou,13
Liga Santander,jornada-32,FC Barcelona,Marc-André ter Stegen,11
Liga Santander,jornada-32,Real Madrid,Thibaut Courtois,18
Liga Santander,jornada-33,Atlético,Luis Suárez,12
Liga Santander,jornada-33,Sevilla,Youssef En-Nesyri,12
Liga Santander,jornada-33,FC Barcelona,Lionel Messi,11
Liga Santander,jornada-33,Villarreal,Gerard Moreno,10
Liga Santander,jornada-33,Atlético,Jan Oblak,8
Liga Santander,jornada-33,Sevilla,Yassine Bounou,13
Liga Santander,jornada-33,FC Barcelona,Marc-André ter Stegen,11
Liga Santander,jornada-33,Real Madrid,Thibaut Courtois,18
Liga Santander,jornada-34,Atlético,Luis Suárez,12
Liga Santander,jornada-34,Sevilla,Youssef En-Nesyri,12
Liga Santander,jornada-34,FC Barcelona,Lionel Messi,11
Liga Santander,jornada-34,Villarreal,Gerard Moreno,10
Liga Santander,jornada-34,Atlético,Jan Oblak,8
Liga Santander,jornada-34,Sevilla,Yassine Bounou,13
Liga Santander,jornada-34,FC Barcelona,Marc-André ter Stegen,11
Liga Santander,jornada-34,Real Madrid,Thibaut Courtois,18
Liga Santander,jornada-35,Atlético,Luis Suárez,12
Liga Santander,jornada-35,Sevilla,Youssef En-Nesyri,12
Liga Santander,jornada-35,FC Barcelona,Lionel Messi,11
Liga Santander,jornada-35,Villarreal,Gerard Moreno,10
Liga Santander,jornada-35,Atlético,Jan Oblak,8
Liga Santander,jornada-35,Sevilla,Yassine Bounou,13
Liga Santander,jornada-35,FC Barcelona,Marc-André ter Stegen,11
Liga Santander,jornada-35,Real Madrid,Thibaut Courtois,18
Liga Santander,jornada-36,Atlético,Luis Suárez,12
Liga Santander,jornada-36,Sevilla,Youssef En-Nesyri,12
Liga Santander,jornada-36,FC Barcelona,Lionel Messi,11
Liga Santander,jornada-36,Villarreal,Gerard Moreno,10
Liga Santander,jornada-36,Atlético,Jan Oblak,8
Liga Santander,jornada-36,Sevilla,Yassine Bounou,13
Liga Santander,jornada-36,FC Barcelona,Marc-André ter Stegen,11
Liga Santander,jornada-36,Real Madrid,Thibaut Courtois,18
Liga Santander,jornada-37,Atlético,Luis Suárez,12
Liga Santander,jornada-37,Sevilla,Youssef En-Nesyri,12
Liga Santander,jornada-37,FC Barcelona,Lionel Messi,11
Liga Santander,jornada-37,Villarreal,Gerard Moreno,10
Liga Santander,jornada-37,Atlético,Jan Oblak,8
Liga Santander,jornada-37,Sevilla,Yassine Bounou,13
Liga Santander,jornada-37,FC Barcelona,Marc-André ter Stegen,11
Liga Santander,jornada-37,Real Madrid,Thibaut Courtois,18
Liga Santander,jornada-38,Atlético,Luis Suárez,12
Liga Santander,jornada-38,Sevilla,Youssef En-Nesyri,12
Liga Santander,jornada-38,FC Barcelona,Lionel Messi,11
Liga Santander,jornada-38,Villarreal,Gerard Moreno,10
Liga Santander,jornada-38,Atlético,Jan Oblak,8
Liga Santander,jornada-38,Sevilla,Yassine Bounou,13
Liga Santander,jornada-38,FC Barcelona,Marc-André ter Stegen,11
Liga Santander,jornada-38,Real Madrid,Thibaut Courtois,18
Premier League,jornada-1,Liverpool,Mohamed Salah Ghaly,13
Premier League,jornada-1,Tottenham,Harry Kane,12
Premier League,jornada-1,Tottenham,Heung-Min Son,12
Premier League,jornada-1,Leicester City,Jamie Vardy,11
Premier League,jornada-1,Man City,Ederson Moraes,12
Premier League,jornada-1,Liverpool,Alisson,14
Premier League,jornada-1,Chelsea,Edouard Mendy,14
Premier League,jornada-1,Arsenal,Bernd Leno,20
Premier League,jornada-2,Liverpool,Mohamed Salah Ghaly,13
Premier League,jornada-2,Tottenham,Harry Kane,12
Premier League,jornada-2,Tottenham,Heung-Min Son,12
Premier League,jornada-2,Leicester City,Jamie Vardy,11
Premier League,jornada-2,Man City,Ederson Moraes,12
Premier League,jornada-2,Liverpool,Alisson,14
Premier League,jornada-2,Chelsea,Edouard Mendy,14
Premier League,jornada-2,Arsenal,Bernd Leno,20
Premier League,jornada-3,Liverpool,Mohamed Salah Ghaly,13
Premier League,jornada-3,Tottenham,Harry Kane,12
Premier League,jornada-3,Tottenham,Heung-Min Son,12
Premier League,jornada-3,Leicester City,Jamie Vardy,11
Premier League,jornada-3,Man City,Ederson Moraes,12
Premier League,jornada-3,Liverpool,Alisson,14
Premier League,jornada-3,Chelsea,Edouard Mendy,14
Premier League,jornada-3,Arsenal,Bernd Leno,20
Premier League,jornada-4,Liverpool,Mohamed Salah Ghaly,13
Premier League,jornada-4,Tottenham,Harry Kane,12
Premier League,jornada-4,Tottenham,Heung-Min Son,12
Premier League,jornada-4,Leicester City,Jamie Vardy,11
Premier League,jornada-4,Man City,Ederson Moraes,12
Premier League,jornada-4,Liverpool,Alisson,14
Premier League,jornada-4,Chelsea,Edouard Mendy,14
Premier League,jornada-4,Arsenal,Bernd Leno,20
Premier League,jornada-5,Liverpool,Mohamed Salah Ghaly,13
Premier League,jornada-5,Tottenham,Harry Kane,12
Premier League,jornada-5,Tottenham,Heung-Min Son,12
Premier League,jornada-5,Leicester City,Jamie Vardy,11
Premier League,jornada-5,Man City,Ederson Moraes,12
Premier League,jornada-5,Liverpool,Alisson,14
Premier League,jornada-5,Chelsea,Edouard Mendy,14
Premier League,jornada-5,Arsenal,Bernd Leno,20
Premier League,jornada-6,Liverpool,Mohamed Salah Ghaly,13
Premier League,jornada-6,Tottenham,Harry Kane,12
Premier League,jornada-6,Tottenham,Heung-Min Son,12
Premier League,jornada-6,Leicester City,Jamie Vardy,11
Premier League,jornada-6,Man City,Ederson Moraes,12
Premier League,jornada-6,Liverpool,Alisson,14
Premier League,jornada-6,Chelsea,Edouard Mendy,14
Premier League,jornada-6,Arsenal,Bernd Leno,20
Premier League,jornada-7,Liverpool,Mohamed Salah Ghaly,13
Premier League,jornada-7,Tottenham,Harry Kane,12
Premier League,jornada-7,Tottenham,Heung-Min Son,12
Premier League,jornada-7,Leicester City,Jamie Vardy,11
Premier League,jornada-7,Man City,Ederson Moraes,12
Premier League,jornada-7,Liverpool,Alisson,14
Premier League,jornada-7,Chelsea,Edouard Mendy,14
Premier League,jornada-7,Arsenal,Bernd Leno,20
Premier League,jornada-8,Liverpool,Mohamed Salah Ghaly,13
Premier League,jornada-8,Tottenham,Harry Kane,12
Premier League,jornada-8,Tottenham,Heung-Min Son,12
Premier League,jornada-8,Leicester City,Jamie Vardy,11
Premier League,jornada-8,Man City,Ederson Moraes,12
Premier League,jornada-8,Liverpool,Alisson,14
Premier League,jornada-8,Chelsea,Edouard Mendy,14
Premier League,jornada-8,Arsenal,Bernd Leno,20
Premier League,jornada-9,Liverpool,Mohamed Salah Ghaly,13
Premier League,jornada-9,Tottenham,Harry Kane,12
Premier League,jornada-9,Tottenham,Heung-Min Son,12
Premier League,jornada-9,Leicester City,Jamie Vardy,11
Premier League,jornada-9,Man City,Ederson Moraes,12
Premier League,jornada-9,Liverpool,Alisson,14
Premier League,jornada-9,Chelsea,Edouard Mendy,14
Premier League,jornada-9,Arsenal,Bernd Leno,20
Premier League,jornada-10,Liverpool,Mohamed Salah Ghaly,13
Premier League,jornada-10,Tottenham,Harry Kane,12
Premier League,jornada-10,Tottenham,Heung-Min Son,12
Premier League,jornada-10,Leicester City,Jamie Vardy,11
Premier League,jornada-10,Man City,Ederson Moraes,12
Premier League,jornada-10,Liverpool,Alisson,14
Premier League,jornada-10,Chelsea,Edouard Mendy,14
Premier League,jornada-10,Arsenal,Bernd Leno,20
Premier League,jornada-11,Liverpool,Mohamed Salah Ghaly,13
Premier League,jornada-11,Tottenham,Harry Kane,12
Premier League,jornada-11,Tottenham,Heung-Min Son,12
Premier League,jornada-11,Leicester City,Jamie Vardy,11
Premier League,jornada-11,Man City,Ederson Moraes,12
Premier League,jornada-11,Liverpool,Alisson,14
Premier League,jornada-11,Chelsea,Edouard Mendy,14
Premier League,jornada-11,Arsenal,Bernd Leno,20
Premier League,jornada-12,Liverpool,Mohamed Salah Ghaly,13
Premier League,jornada-12,Tottenham,Harry Kane,12
Premier League,jornada-12,Tottenham,Heung-Min Son,12
Premier League,jornada-12,Leicester City,Jamie Vardy,11
Premier League,jornada-12,Man City,Ederson Moraes,12
Premier League,jornada-12,Liverpool,Alisson,14
Premier League,jornada-12,Chelsea,Edouard Mendy,14
Premier League,jornada-12,Arsenal,Bernd Leno,20
Premier League,jornada-13,Liverpool,Mohamed Salah Ghaly,13
Premier League,jornada-13,Tottenham,Harry Kane,12
Premier League,jornada-13,Tottenham,Heung-Min Son,12
Premier League,jornada-13,Leicester City,Jamie Vardy,11
Premier League,jornada-13,Man City,Ederson Moraes,12
Premier League,jornada-13,Liverpool,Alisson,14
Premier League,jornada-13,Chelsea,Edouard Mendy,14
Premier League,jornada-13,Arsenal,Bernd Leno,20
Premier League,jornada-14,Liverpool,Mohamed Salah Ghaly,13
Premier League,jornada-14,Tottenham,Harry Kane,12
Premier League,jornada-14,Tottenham,Heung-Min Son,12
Premier League,jornada-14,Leicester City,Jamie Vardy,11
Premier League,jornada-14,Man City,Ederson Moraes,12
Premier League,jornada-14,Liverpool,Alisson,14
Premier League,jornada-14,Chelsea,Edouard Mendy,14
Premier League,jornada-14,Arsenal,Bernd Leno,20
Premier League,jornada-15,Liverpool,Mohamed Salah Ghaly,13
Premier League,jornada-15,Tottenham,Harry Kane,12
Premier League,jornada-15,Tottenham,Heung-Min Son,12
Premier League,jornada-15,Leicester City,Jamie Vardy,11
Premier League,jornada-15,Man City,Ederson Moraes,12
Premier League,jornada-15,Liverpool,Alisson,14
Premier League,jornada-15,Chelsea,Edouard Mendy,14
Premier League,jornada-15,Arsenal,Bernd Leno,20
Premier League,jornada-16,Liverpool,Mohamed Salah Ghaly,13
Premier League,jornada-16,Tottenham,Harry Kane,12
Premier League,jornada-16,Tottenham,Heung-Min Son,12
Premier League,jornada-16,Leicester City,Jamie Vardy,11
Premier League,jornada-16,Man City,Ederson Moraes,12
Premier League,jornada-16,Liverpool,Alisson,14
Premier League,jornada-16,Chelsea,Edouard Mendy,14
Premier League,jornada-16,Arsenal,Bernd Leno,20
Premier League,jornada-17,Liverpool,Mohamed Salah Ghaly,13
Premier League,jornada-17,Tottenham,Harry Kane,12
Premier League,jornada-17,Tottenham,Heung-Min Son,12
Premier League,jornada-17,Leicester City,Jamie Vardy,11
Premier League,jornada-17,Man City,Ederson Moraes,12
Premier League,jornada-17,Liverpool,Alisson,14
Premier League,jornada-17,Chelsea,Edouard Mendy,14
Premier League,jornada-17,Arsenal,Bernd Leno,20
Premier League,jornada-18,Liverpool,Mohamed Salah Ghaly,13
Premier League,jornada-18,Tottenham,Harry Kane,12
Premier League,jornada-18,Tottenham,Heung-Min Son,12
Premier League,jornada-18,Leicester City,Jamie Vardy,11
Premier League,jornada-18,Man City,Ederson Moraes,12
Premier League,jornada-18,Liverpool,Alisson,14
Premier League,jornada-18,Chelsea,Edouard Mendy,14
Premier League,jornada-18,Arsenal,Bernd Leno,20
